,name,date,rating,text
128,Yifan Tian,31-Jan-24,5,"i've been using the sodastream zero sugar water enhancer for a few weeks now, and it has completely transformed my water drinking experience. as someone who struggles to stay hydrated because i find plain water uninteresting, this enhancer has been a game-changer. the flavors are vibrant and delicious without being overpowering, and the fact that it's zero sugar is a huge plus for me. it's super easy to use with my sodastream machine, adding just the right amount of fizz and flavor to make drinking water more enjoyable. i also love that a little goes a long way, making it cost-effective. it's a healthier alternative to sugary sodas and juices, and i feel good about incorporating it into my daily routine. definitely a must-try for those looking to jazz up their water intake!"
129,Matt Peterson,28-Feb-24,5,"sodastream® starry® zero sugar beverage mix has earned its place as my go-to choice for a light and refreshing sparkling drink. its excellent taste, versatility, and health-conscious attributes make it a standout option for those seeking a guilt-free soda experience. i highly recommend this beverage mix for sodastream enthusiasts and anyone looking to elevate their sparkling drink game without compromising on flavor or health."
130,Joseph Negaard,26-Mar-24,5,tastes almost like real fountain soda. it goes a long way and definitely saves money.
131,Brittney Foster,6-Mar-24,5,"so we love making our orange sodas and they actually come out tasting much better. we still find our self for convenience, sake buying cans and either bottles. however, this is nice for when we run out and still want a soda. and these really do taste like the real thing."
132,Anthony M,19-Feb-24,4,maybe maybe not. i do like a good soda once in awhile. definitely more of a pepsi zero aftertaste but otherwise it fires the synapses.
133,Jo,3-Apr-24,5,it tastes great.
134,Pamela Beischer,20-Mar-24,5,we bought our son a soda stream for his birthday and we’re so excited to find they make a pepsi one!
135,TheMaster,15-Feb-24,4,the taste is slightly off no matter what i do in terms of mixing it. not horrible but not the same as getting it out of a bottle.
136,Joel,29-Feb-24,4,"almost as good, but a little off. afficionados won't like it."
137,Dwight H.,15-Mar-24,5,i love the convenience of adding starry to my soda stream while still getting the same great flavor. it's a fantastic value for me.
138,Stephen Nelson,16-Mar-24,5,i thought this was a great deal. 4 bottles for a set price. we are giving the sodastream another try.thanks.
139,Taste just like restaurant Pepsi. Right out of the fountain.,1-Apr-24,5,delicious.
140,Sharon L.,22-Mar-24,5,perfect alternative that saves money. waiting for mt dew zero!
141,T. C. Parker,29-Mar-24,5,soda stream.
142,Amazon Customer,21-Mar-24,5,real pepsi taste no compromise in taste.
143,alen blesic,17-Mar-24,5,my kids love it and i can control how sweet i make it.
144,Camarillo,28-Feb-24,5,i love this product! it tastes great and i don't have to lug around heavy soda's from the store. it is so easy to use and saves us money and time. i would recommend this product.
145,John Nazz Jr.,3-Mar-24,5,"taste great. you just have to get the correct measure. i’m really like the taste, it tastes just like the bottle or can for me."
146,Kelli,19-Nov-23,4,"i've adjusted the syrup to the exact taste that i like, but i cannot get the right carbonation. the directions recommend 5 pumps. i'm up to 15 pumps on a new canister! and then it goes flat 1/2 way to the end of the liter. i recently bought 1/2 liters to see if it would retain the carbonation, and it helps. not sure how to make the carbonation last longer. i bought this to save on sodas and to save on disposing plastic. jury is still out, but as of now, i will keep it a 4-star rating.i'm also looking for cheaper alternatives to non-caffeinated syrups for evening drinks."
147,Jim Bailey,13-Mar-24,5,"very good flavor, bought a 4 pack so it would last me."
148,The Valuable Opinion,13-Dec-23,5,"i absolutely love using the sodastream® pepsi® beverage mix (440ml, pack of 4)! initially, i was skeptical, but this product has exceeded my expectations. it offers a pepsi flavor that, in my opinion, surpasses those from restaurants or pre-bottled options. the best part is the customization aspect – you can blend it with other flavors or adjust the intensity to create your own personalized pepsi experience.following the instructions for measuring out the syrup is key, as i learned from my first enthusiastic attempt. the dopamine rush from going a bit overboard the first time has only piqued my interest even more. the ability to experiment with flavors and intensity levels has made my sodastream experience not only enjoyable but also a creative endeavor.in conclusion, if you're a fan of pepsi and enjoy a customizable soda experience, the sodastream® pepsi® beverage mix is a fantastic choice. i wholeheartedly recommend it for its superior taste, versatility, and the sheer fun of creating your own soda concoctions."
149,Suzanne S,21-Dec-23,4,"i find 28oz of water heavy fizz with mix up to the first lines works best. middle line like the instructions say is too sweet, it’s too much.i ordered again when there was a sale and received a spoiled batch which wasn’t even close to the expiration date on the bottles. called soda stream and they sent me a replacement fast."
150,Julia Wermuth,17-Jan-24,4,it's ok but it taste like half diet pepsi. my kids and husband don't seem to mind tho. not sure why they put sucroslose in it! .
151,Raginrican,1-Feb-24,4,"the diet pepsi is fantastic! the lemon lime flavor is absolutely disgusting, just a terrible after taste."
152,Benjamin Vincent,8-Mar-24,5,you have a soda stream and miss your pepsi then order this now!
153,BH,9-Jan-24,5,"i drink a lot of soda, it's my guilty pleasure. but with the cost of groceries and recycling all those 2 liter bottles i thought this might be a good option. never cared much for the sodastream ""cola"" flavor so gave this a shot. here's what i did. i had 2 liters already of pepsi zero, poured over ice then made some of this in my sodastream and poured that over ice. i really wanted to do a blind test so literally closed my eyes and just tasted them both, couldn't tell the difference. mind you, some of you may have different preferences but i'm happy to have less waste, save $ and still get my soda fix! now we just need a coke zero sodastream flavor to come out! hahaha."
154,Matthew C. Bayer,29-Feb-24,5,"tastes like real fountain pepsi, with the ability to make it a little more or less sweet."
155,Michael H.,19-Jan-24,4,not badmixed with carbonated water.added cinnamon sugarsaved the plastic bottles for camping.
156,Colby Conyers,20-Dec-23,4,tastes pretty dang close to real pepsi and with fewer calories. of course you have to have a soda stream or some form of carbonated water and something is just a tad off about the taste. although we prefer it way more to bottled.
157,Sean,24-Feb-24,5,"there's a slight aftertaste that's different from the real thing, but making it at home, kids don't notice it and think it's homemade pepsi and starry."
158,a.k,22-Nov-23,4,"the product came quickly and at a good price. the pepsi tasted good but the starry was off-putting. i'm not 100% sure why there is aspartame in them when they are not diet but majority of soda stream products seem to have this. could be why the starry wasn't so good. overall i personally would buy the pepsi again but not the starry, however for someone who has not tried either flavor this is a great package to try out."
159,Chris,15-Dec-23,4,it lacks the acidity and it’s waaaaaaayyy sweeter and more strongly flavored than the canned/bottled stuff.i’ve found that a bit less than halfway between the lines for half a liter and less sweet liter is the sweet spot.
160,chipper flynnn,8-Jan-24,4,a little to much or to little makes a big difference. when you get it right it's pepsi.
161,Alex Soper,11-Mar-24,3,"first off - i am a big fan of my sodastream! i have been using it for a little over a year. i have never purchased soda flavored addictive before, so these were new to me. as someone who drinks 2 pepsis a day, i figured i would give this a try. there is definitely a flavor difference between using the concentrate and canned/bottled pepsi. the difference is enough to know, but it's not that it tastes bad. i won't purchase again, but glad i don't have to wonder any longer."
162,Runion,2-Jul-23,5,"sodastream pepsi beverage mix (440ml, pack of 6)its about time i like pepsi. i will drink coke in a pinch but i prefer pepsi.with things starting to cost more than the national debt, we are looking for ways tocut the costs.pepsi bought soda stream some time back but had only sold the soda stream pepsi to othercountries with the promise to sell in the us. our time has come ! ! ! ! ! !i will start with soda stream pepsi tastes a lot like the pepsi we buy in cans, but not exactly.i think its the sweetner that leaves that taste difference. but nothing you cannot get used to.so, the pepsi comes in pretty much stock soda stream containers, only pepsi has packaged themin clear plastic rather than the normal white containers.same measuring caps.if you do not use the soda stream system, you can mix a measured cap of syrup to seltzer water. i think the measure is one portion of syrup to 6 portions of seltzer water. i keep changing the portions, trying to get the same taste i get from the cans, almost got it but no prize yet.quality seems the same as other soda stream system syrups.very happy that pepsi has finally come out with the syrup version for soda stream.recommended, absolutelyi do not know the seller nor did i get any money or product for my random review230702 1238."
163,John R Andres,20-Dec-23,4,the flavor is not bad to me it tastes like pespi zero it would be a matter of taste everybody has different tastes.
164,Elizabeth,2-Mar-24,5,exactly as described. very happy.
165,Joshua,13-Sep-23,3,"i ordered these because it was the most cost effective option closest to what i normally get (the dr. pete flavor being my favorite) since it had a really good price for a four pack of these. dr. pepper is ok and i do kind of like it in general, but these seem a bit off. there is a sort of sharpness to the smell and the taste is just a tiny bit off. it's still drinkable and it's not making me sick or anything, but it definitely does not taste at all like a real pepsi. and i don't mean that i have too much or not enough as it tastes off, not weak or strong. a slight hint of a sourness or something. still kind of ok if cold enough -- not actually bad -- but only just barely ok-ish, not actually good.it is possible that these were just stored badly or something. too much heat perhaps? that certainly has been an issue this year. unfortunately, this is a four pack, so even if i was inclined to keep buying more to try i wouldn't be doing so for a while (hopefully i can get more dr. pete by then though instead.) still, i consider this to be an accurate thing to bear in mind even if so because that means it's going to be like this in many batches."
166,RNCrawford,11-Jul-23,4,"i gave up colas a while back and just used my sodastream for sparkling water with lemon or lime crystals. then i ran across the pepsi and coke zeros and that old itch had to be scratched all over again. if you like the flavor of either, this is right on the nose provided you dial in how much syrup you make use of. a little experimentation will land you in that ""sweet spot"" as it were.as to price though, that depends on who the seller is. a little while ago the supply on amazon got tight, and some sellers jumped on the opportunity to pump their margins. i didn't mind that much, i just voted with my wallet and waited for the supply chain to refresh, so word to the wise, look at your seller options and don't just bang that ""buy"" button without a look."
167,glen proud,25-Feb-24,5,i like the flavor. i was a good price.
168,PPruitt,29-Jan-24,5,"my husband can't tell the difference. in my area a 2lt bottle of pepsi zero is $2. buying these on subscribe and save it will work out to .47 cents per liter. you do have to factor in the cost of co2, but we have bulk tanks, so that is cheaper also."
169,Len,29-Feb-24,5,tastes the same as buying anywhere else.
170,djmsn,23-Feb-24,5,bought it for my son and he says it tastes like regular pepsi to him.
171,Sigman,28-Feb-24,5,i’ve tried other cola concentrates. this is the best.
172,Charles E. Bohall III,11-Jan-24,5,"i recently purchased a new sodastream for the family christmas gift, and picked up the pepsi mix for my kids and their friends. i regularly host game nights every other weekend, and was spending a lot on beverages for the party. so, i was looking for a way to reduce cost while still providing the drinks they like. all the kids love the tast of this pepsi mix. thus, i will be purchasing this for my gaming parties going forward. 10/10, would recommend."
173,Laura lee J,26-Feb-24,5,tastes exactly like pepsi zero.
174,Ann W. Christie,24-Feb-24,5,kids love this and easy for them to use.
175,66Merl,4-Jan-24,4,as advertised.
176,luan ruesink,20-Feb-24,5,fantastic product! taste is just like the bottled or canned kind.
177,antwonStark,11-Sep-23,4,"although these have a pretty decent taste, especially for what we’re looking for it is not exactly what i was hoping for. once i saw this, i was super excited because i know a lot of the coca-cola brands got removed long ago. so i was very excited to see a name brand therapy.i will say this does taste like the pepsi we love, but it doesn’t exactly taste like it. it still has that typical soda stream type flavor.although it’s not exactly what i wanted, it is still better than most of the other flavors you can buy for the soda stream."
178,K. Taylor,19-Oct-23,5,"we have had a sodastream for over 3 years now and have always enjoyed it. when covid-19 hit and started causing all the supply chain issues and shortages, we pretty much stopped using it, plus at that time the diet cola flavor wasn't that great. roll forward to better times now and they actually have diet pepsi flavor.i really enjoy it. while i don't think it's as great as diet pepsi from a can, it's a great alternative and practical to boot since we've got the machine and co2 again. i play around with the syrup level as i haven't quite nailed the best ratio yet, but again, it's not bad.i did make this purchase solely because it was a prime event special pricing and will shop the price for my next purchases, but overall, i like it and will continue to buy it."
179,Brad Kempeny,18-Jan-24,5,"when mixed as directed this tastes just like diet pepsi as it should, i assume the syrup is the same. one caveat has more to do with sodastream in general- the measuring line. why do they put three different lines on the top cap? it says to use the middle line explicitly but for some reason that line is the faintest to see."
180,pacaBill,9-Feb-24,3,"the value for the four-pack is pretty good. the starry flavor is close to the commercial product. unfortunately, the pepsi zero flavor is a bit off from the commercial product. it's not bad if you want to make your own pepsi, so it's close, but not exact. easy to use, although the fill mark in the bottle cap could be better for the proper amount to use."
181,Marilyn,14-Jan-24,5,i was trying to buy coke syrup but i couldn’t get it anywhere. i bought the pepsi and use it for my recipe and it came out delicious. we had visited a restaurant and had ribs that were so good and i asked the chef if i could have the recipe and gave it to me. it included coke syrup.
182,Patrick,2-Mar-24,3,"if this was just sold as a cola, i would rate it higher, but this stuff is sweetened with both sugar and a substitute. it just doesn’t taste like pepsi, and i can’t believe they are letting sodastream use their name for this product."
183,Timothy Pickerill,2-Oct-23,3,"i got the pack with the regulars pepsi and starry. haven't tried the starry and i haven't had store bought so i can't compare. i bought for the pepsi and was excited.the pepsi smells and tastes like pepsi at first pass, but like all the soda stream syrups it give way to the artificial sweetener after taste. this doesn't bother some people, and they don't even notice it. unfortunately for me, i can taste an artificial sweetener a mile away and they all leave a chemically bitter aftertaste. which is why my sodastream was relegated to just making club soda until i saw they had pepsi. all the syrups are gross to me, like i just chewed a flavored alka-seltzer.the pepsi is no different. the regular pepsi still has sucralose in it. why? no idea. the first ingredient is still sugar. if you aren't bothered by or can't taste sucralose and you like pepsi, this will be just fine for you. but for those of us that can taste it and don't like it, you'll be disappointed after you swallow it."
184,Gunnar Vogtmann,1-Oct-23,4,am pleased with the flavor. making it from scratch allows us to make it more bubbly and with a pinch more syrup more potent than bottled or canned diet pepsi. has the same taste as store bought as well. the use by date is a year away. 4 stars.
185,Catherine Bennett,6-Feb-24,5,i am hooked and love having a crisp pepsi whenever i want. cant wait to try the mtn. dew next.
186,john hathaway,21-Feb-24,5,great taste.
187,K. Lu,28-Mar-24,3,"it tastes fine, but it is not traditional pepsi."
188,Andy Gray,8-Jan-24,3,"let me preface this by saying i love both sodastream and pepsi - but seperately. i say these and thought it was a perfect match for me.i mixed it just like i normally do the cola flavor and it tastes a little bit like pepsi. certainly not a perfect match. but my issue is in more of the price. i don't think the aaditional cost between this and the normal cola is warranted. it's not demonstrively that much better or worth it in my opinion.if you like the normal cola flavor, stick with that. you won't be missing anything."
189,Jfrank,1-Feb-24,5,used this to reduce my sugar. taste excellent. strength very good. a tablespoon with 16b oz of fuzzy water makes a nice afternoon drink.
190,Alyson,1-Feb-24,5,love this product for my soda stream. saves time and is more eco friendly than single serve bottles or cans. easy to have on reorder.
191,Benjamin,31-Jan-24,5,pepsi zero mix is basically perfect. all the zero-cal pepsi i want with none of the plastic or aluminum waste. savin the planet and delicious pepsi!
192,Brooke ,11-Feb-24,5,tastes just like a fresh pepsi zero.
193,Chris,26-May-23,4,"unfortunately, the syrup has a diet aftertaste. even then, it doesn’t taste like regular starry. using less syrup than what is recommended and the max level carbonation makes it more enjoyable. hopefully i’ll get use to the flavor, otherwise i don’t plan on purchasing more of this flavor.*editi tried using the lowest (first line) measurement of the syrup, and the results were much better. it’s still not regular starry and has a slight aftertaste from the artificial sweetener, but it’s enjoyable now. try this, or even less syrup, if you are disappointed in the taste. i added a star back to the rating."
194,Russell S.,25-Jan-24,5,we're able to make our own soda as we need it. eliminates having cans in the fridge taking up space.tastes great.
195,Rush is a band,27-Jan-24,3,i find no real difference between the regular pepsi syrup and the regular soda stream cola syrup. there’s artificial sweeteners to lower the calories but it affects the taste greatly.this is for others who might be curious about trying the “pepsi“ labeled soda stream syrup. it’s not worth the extra dollar per bottle.
196,Mary Love,11-Apr-24,5,"i, personally, love this product. it reminds me of dr. pepper to the 5th power or, for lack of a better term, ham glaze. it reminds me of brown sugar, cinnamon, nutmeg and ginger ale cooked to a concentrated form. then, once it cooled, cold water was added and refrigerated. i really wish that the zero sugar product was available because it is extremely sweet. however, i simply add equal parts of water to it and it's just fine."
197,KMS,3-Mar-24,4,"when i bought and tried this product i really enjoyed the additional raspberry flavor. the only suggestions i would offer, and the two things that would make me consume it regularly, would be to reduce the sweeteners in it and increase the carbonation, please!"
198,Sherry,14-Apr-24,5,i will buy this until it’s not solid anymore. has a slight raspberry flavor. love it alone or with rum. a “spiced” flavorful rum and coke!
199,Jesskuh ,10-Apr-24,3,not to my taste. i like trying new and different flavor combos but this wasn't for me.
200,Keith Minard,9-Mar-24,1,"if you’ve ever had coke from a fountain dispenser that is low on carbonation and the mix is set too high and it’s overly sweet, that is what this stuff tastes like. awful. i guess this is just a way for them to resell flat over-sweetened stale coke. drank one half of a can and threw the rest of the cans away. not even worth the wasted storage space to keep the unused drinks. add some mild carbonation to berry-flavored cough syrup like vic’s formula 44 and that’s what this tastes like. yuck!"
201,"Alec A. Kim, MD",17-Apr-24,5,coke is coke!decent price. no need to lug it from the supermarket.fast shipment.
202,Judith,12-Apr-24,2,"i bought a 10 pack of this coke spiced for work. we all tried it for fun. of course, since i was the one who paid for it, i was the one who didn't like it. i didn't despise it, but would not buy it again. back to real coke original for me. five people thought it was good. one person absolutely loves it, and says she will be buying this for home from now on.it has a raspberry taste, which to me seems artificial, but others like it. to me, it's too sweet and doesn't have the sharp bite regular coke has. it might appeal more to pepsi drinkers who like cola sweeter than us devoted coke drinkers."
203,Courtney Forbes,5-Mar-24,4,"it's worth a try once, but i don't know if i'll buy it again."
204,Donna Geil,8-Apr-24,5,i was shocked at the taste but then i started loving it!
205,NW,10-Mar-24,5,"i was skeptical after reading the mixed reviews, but thought i'd be adventurous and give it a try. both my spouse and i ended up really enjoying it. the mix of raspberry plus spice gives this a unique and lively flavor. we'll very likely be buying this again."
206,Maryann,8-Mar-24,2,i was very much looking forward to this product almost to the point of excitement. our grocery stores where i'm located do not carry the spice coke as of this writing so i ordered from amazon. it's all a matter of taste preference in each individual but this was not for me. original coke is my most favorite soda---so much so that it's the only soda i purchase. the carbonation on the spice coke seemed a bit weak to me and it was a bit too sweet. you definately taste the raspberry but there's a somewhat after taste i'm don't care for. the price of $6.34 from the seller is a very good price. it was delivered via ups in 2 days as promised by amazon and packaged well.
207,Todd G,2-Mar-24,5,right size taste great or should i say amazing will buy again sooner than later.
208,John,26-Feb-24,5,has an identity now.
209,Yaniri,14-Apr-24,2,was looking forward to these but it does taste like cherry medicine and the aftertaste is not good. should’ve read the reviews.
210,Amil Dave,25-Mar-24,2,"sadly, the raspberry flavor overshadows the spice. in fact, this should just be called ""raspberry coke""."
211,Chloeish,6-Mar-24,2,maybe for a cocktail but not for sippin.
212,Kindle Customer,4-Apr-24,1,the took coke and added.....nasty smelling and tasting perfume. gross .
213,Janice wasinger,15-Mar-24,1,i tasted and tossed it. wasn’t worth the wait!
214,Rayne,29-Mar-24,1,it was awful.
215,"Case, from Space",2-Apr-24,4,"i don't drink a lot of soda, so i appreciate these smaller cans. the ""spiced"" flavor seems like a mix of different fruity colas, which may appeal to some. i found it to be a little too syrupy for my taste. it might mix well with a hard liquor, but i haven't had the occasion to try that yet. i did find that it tasted better to me over ice."
216,Haley,10-Mar-24,3,"this flavor is pretty polarizing. i haven’t seen anything positive about it on social media, i go to the store and it’s always fully stocked, and the person who i let try it said it was “the worst thing i’ve ever tasted.” he’s probably exaggerating. i think some people taste a strong coughsyrup flavor that really turns them off of this. to me it’s a light cherry flavor with a little bit of spice and creaminess. it also kind of tastes flat in a way. i like it. i’m not crazy about it but it’s not the worst thing i’ve ever tasted by any means. where i’m tempted to complain is about how much product you get for the price. i found that i might actually prefer these smaller cans as i can finish a drink while it’s still cold, but the price is way too expensive."
217,LunaFendi,8-Mar-24,3,"if you're a fan of dr. pepper, then you might enjoy coca-cola's spiced flavor. it has a similar blend of flavors, with a slight hint of cinnamon and other spices. however, for me, it felt like i was just drinking a cheaper less carbonated version of dr. pepper. i was quite disappointed. it tasted more like cough medicine than anything else. however, the worst part was the aftertaste - it was reminiscent of prune juice and very unpleasant. i definitely did not enjoy the drink at all. the high sugar content was also a major drawback for me. instead, i will stick to my preferred choice of infused water with my enchanter pitcher, which not only tastes better but is also better for my health. i am not a fan of overly sweet or artificial-tasting drinks. that's why i usually opt for water or lightly flavored beverages. however, when i do want to indulge, i prefer drinks that have natural ingredients and a more subtle taste. unfortunately, this soda did not meet my standards."
218,keith howard,8-Apr-24,3,"when you drink it chilled, it tastes fine. but lukewarm it gives the strangest aftertaste like cough medicine."
219,Jake,19-Mar-24,3,"cans were new and fresh but flavor of this is pretty unappealing... i think raspberry by itself would work well but the spiced part of it throws me off a bit just not a fan. i don't like sodas from certain drs, so was not sure how i would like this, and it just didn't hit the mark. if you like sodas from drs perhaps this is one to try.seems to be rather polarizing, love it or hate it. i hated."
220,WhiskeyJack,7-Mar-24,4,"if you've ever got a fountain pop and had various flavor adders where one of them was raspberry, well this is that as it tastes like a coke fountain pop with a raspberry flavor shot. coke flavor with a light but pronounced candy like fake raspberry flavor. it says spiced, but i just really taste that raspberry flavor shot. it tastes good to me and of the many selections of flavor shots, raspberry is one of them that i will select. not for everybody but good enough for me."
221,Allblessed,12-Mar-24,4,"we are sugar conscious here and each mini can contains about 50 grams, including the added amount. that's a problem for us, so we drink them less often. regarding the taste, i feel that they are very similar to the original.many who find the original enjoyable may likely enjoy these as well."
222,Seamoss,12-Mar-24,4,"i wanted to like this, however the flavor profile to me is not enjoyable. i get a strong raspberry scent but less berry flavor. taste was kind of medicinal. my 9 year old likes it though!"
223,Sleepy,10-Mar-24,4,"i haven't drunk coke in a while, so i took a poll on this new flavor. the consensus was that it's a good sweet flavor, kinda like cherry coke, and somewhat similar to dr. pepper. i usually don't like drinks with a cherry taste, since i associate them with medicine flavors, but this raspberry coke was sweet without that medicinal taste. i like that the cans are mini sized. it's helpful for portion control. there's enough in this can to satisfy without having to go overboard."
224,Pawsable,11-Mar-24,4,"so this wasn't bad, but it wasn't what i expected. i don't honestly know what i expected but it wasn't that. this was sweet, had an aftertaste that came on a little after finishing. i would drink it again but i won't go out of my way to get it. however i enjoyed it more than cherry and vanilla coke."
225,Jasmine,9-Mar-24,4,"this is a very small can about only a sip each can, not a fan of the raseberry flavor as well."
226,CC,8-Mar-24,4,"i don't really drink coca-cola, but the spiced intrigued me. it doesn't have any spice to it though, and it kind of tastes like a dr pepper to me. i don't taste the raspberry flavor, but it is more sweet tasting to me than anything. this little can as 25g of sugar and corn syrup is the second ingredient after carbonated water. not quite sure it is called spiced. the flavor isn't bad, but not what i was expecting. i was expecting something more exciting with a kick."
227,jellybean5922,7-Mar-24,4,this coca-cola spiced is nice!i like the raspberry and coke flavor of this!great value!
228,"Dinosaurs and Mermaids, mom of both",7-Mar-24,3,"upon opening a nice cold of this spiced cola, i got a good whiff of the ""spice"". it has a unique taste. not horrible, but just wasn't for me. now my mom on the other hand, liked it."
229,Ryan Richard,10-Mar-24,5,"to start off, mine came very carbonated, way more than the bottles i get and even cans. the spiced flavor is actually raspberry with hints of cinnamon and i taste something very familiar to chai, so it's not actually like mexican spices which is what i was thinking but like actual spices! i do agree it's like dr pepper with the raspberry flavor. i do think this gets the edge because it has a more clear flavor, it should honestly say raspberry spiced instead of just spiced because the berry is the main part of this coke.yes, the sugar is high, 25g in a 7oz bottle, it's very carbonized, and it's still coca-cola, but if you're a fan of the berry flavored sodas, you're gonna love this, and a lot better than regular soda which i haven't been having recently due to the taste and having healthier drinks nearby, but as a treat once in a while with a meal this is great!"
230,Webb,7-Apr-24,5,"this is a great new twist on the classic coke. i love the little smaller cans. at 60 cents a can they are reasonably priced.the flavor is interesting. while they focus on the ""spiced"" element, raspberry is really the dominant flavor.overall, i'm very happy with the ""coca-cola spiced 7.5oz 10pk""."
231,D. L.,20-Mar-24,5,the small cans of coke are great because sometimes i do not want to drink too much sugar and the smaller amount of soda allows me to get my fix without going overboard. this flavor is not for everyone but personally i like it. i find that the flavor is a bit less intense in the smaller cans and doesn't really taste that much different from your regular coke.
232,C,13-Mar-24,5,"i'm not a big soda fan, but was intrigued by unique flavoring. the raspberry flavor blends with the cola flavor very well, without either one being overpowering. i'm not sure why they went with 'spiced' as the marketing ploy here as there isn't anything (to me) in raspberry that resembles spice, but that's just me. overall, it's a good coke with underlying raspberry flavors."
233,Alyssa,9-Mar-24,5,"i did not have any idea what to expect from this, but this box of 10 tiny cans are good for a) trying to cut back your soda intake and b) mixers depending on what the vibe is you're going for. it doesn't taste much like the original flavor as one might expect, but the raspberry and spices do come through and aren't a bad mix at all."
234,Josue Martinez,22-Mar-24,5,"i really like these cans, they taste festive and delicious."
235,Honest Reviews,11-Mar-24,5,"i love this version of coke, it’s spicy and tastes great by itself or used as a mixer. coke in a can is the best and this new flavor is solid, i prefer original but it’s a good twist."
236,Rookie Malhotra,10-Mar-24,5,"this coca-cola is super awesome! here is my list to sum it up!- came well packed.- great for many occasions.- good size.- very carbonated.- balanced flavors.- fruity.- convenient.- crisp.- fresh.- easy to store.- good aroma.all in all, this coca-cola is delicious and unique!"
237,Eletaronma,8-Mar-24,5,the coca-cola spiced taste great.
238,J. F.,8-Mar-24,2,"this coke was weird. diet soda is my usual and to me this sugar version has calories but very low sweetness to make the calories worth it. the flavors are vague and the mouthfeel seems thinner than it should be. my partner tried it and suggested it would be good with rum, given the spice flavor."
239,reunited,9-Mar-24,1,"this tastes like a combination of watered down coke, and the contents of your gran's handbag. you know the smell of an old lady's purse? that's what this tastes like, but carbonated. this is the first coke product i've ever tried that i didn't love. as if the taste wasn't awful enough, it has a weird musky/perfume aftertaste with a hint of cigarette smoke.."
240,Bite Me,2-Mar-24,1,this spiced coke tasted like cough medicine. it was god awful!
241,J. Bowshier,28-Feb-24,1,i almost vomited.
242,BLAIRFILM@gmail ⭐⭐⭐⭐⭐,25-Mar-24,5,"from childhood through adult life and into the latter years (80 plus) there's just nothing that brings me a big smile than this incredible coca cola!i think i've tried many, many types of cola drinks over the years, not there's simply no treat better than my favorite thirst quencher for an entire lifetime!great product and excellent flavor, freshness and very affordable price!i sure hope this helps!"
243,Shopping V,22-Mar-24,5,"while i prefer to drink either the glass bottled (with cane sugar) or canned version of coke, as they just tastes slightly better and fresher to me, but i don’t mind drinking the plastic bottle of these “coca-cola soda soft drink, 16.9 fl oz, 6 pack,” once in a while, especially, for the price, which is very reasonable. i don’t always drink sodas, but when i do, i drink coke as they’re not too sweet and not bland either. coke also doesn’t tastes bitter to me either, compared to its competitor, pepsi, which has this slightly bittery taste to them. i love a glass of coke to go with certain dishes like pizzas and hamburgers as they enhances the taste of pizza and hamburgers in my opinion. 😍i highly recommend these “coca-cola soda soft drink, 16.9 fl oz, 6 pack” to others, as these are very well-priced and tastes great and refreshing."
244,beth,15-Apr-24,5,it was a little spicy but it was good. good with rum also.
245,Joey,15-Apr-24,5,"i always like buying the bottled over the cans because the flavor is better. at the time of purchase, the price for these was great (better than the store). the quality is the same as buying from the store."
246,SallyDue,8-Mar-24,5,"coke is always good anytime you want a cold drink. the bottles fit easily into the refrigerator, and are easy to take along fishing or picnics too. they are great for back yard bar-b-q's. they do not break if dropped and are reusable. we like to freeze wateer in them to put in the coolers. and when they are laid on their sides and a strip cut off the back, the bottles can be used to grow small radishes too. when you have drunk the delicious coke, the bottles are useful in scout projects."
247,London154,24-Mar-24,4,"i usually don’t drink this brand, but decided to give it a try. the flavor was a little different than anything else, but nothing i would go out of my way to purchase."
248,Taylorglam55,4-Apr-24,5,"this coke variation is delightful. it has the bite of the classic coke with a berry essence and a gentle touch of spice on the back end. the spice is barely there but you can still taste it. i kept some in a thermos overnight with ice and it still had that strong coke carbonation in the morning. i bought it for $3.98 because that was a great ""try me"" price but now it has gone up three dollars in price! all in all, i did enjoy the flavor better than the vanilla or cherry coke but nothing beats the original recipe."
249,Amazon Customer,8-Apr-24,5,great price. delivered right to door. never damaged. fresh and taste great.
250,CCReader,13-Apr-24,4,"i've never had a drink taste like this before. you can definitely taste there are spices in it and fruit, but it's different.i was hoping it would taste like dr. pepper. nope, not in the slightest. it's worth a try."
251,Amazon Customer,9-Apr-24,5,"was surprised that -0- bottles had not leaked, each and every bottle had been ripped from the plastic holders, i have no idea how that could have happened--every one was separated."
252,Amazon Customer,12-Apr-24,5,"i am so glad, you all finally reduced the price, and allowed me to order this product! miraculous, in our 3rd heavenly father and our master's hand."
253,Nick F. Thompson,17-Apr-24,5,this is the real deal . i’m satisfied with my order.
254,doc,10-Apr-24,5,what can i say about this product? it’s the real thing. and the price is right thanks!
255,Stacey Williams,17-Apr-24,5,as i expected.
256,Debbie,29-Mar-24,5,i like the price. i like the taste. i like bottled coca-cola better than canned soda pop. bottled soda pop doesn't lose their fizz.
257,DRINDAHOUSE4U,14-Apr-24,5,fast ship.
258,Oldman69,14-Apr-24,5,everything was great.
259,Scott Brooks,6-Apr-24,5,"excellent product, very inexpensive versus purchasing this product at the store."
260,LEB,29-Mar-24,5,we have purchased coke products from this seller many times. they’ve always been good and never expired. good price and delivered well.
