Type,Sentence,Quality,Price,Packaging,Service,Sentiment
0,not sure why they put sucroslose in it!,0,0,0,0,1
1,"the lemon lime flavor is absolutely disgusting, just a terrible after taste.",1,0,0,0,0
1,"i drink a lot of soda, it's my guilty pleasure.",1,0,0,0,2
1,with the cost of groceries and recycling all those 2 liter bottles i thought this might be a good option.,0,1,0,0,2
1,"never cared much for the sodastream ""cola"" flavor so gave this a shot.",0,0,0,0,1
1,"i had 2 liters already of pepsi zero, poured over ice then made some of this in my sodastream and poured that over ice.",0,0,0,0,1
1,"mind you, some of you may have different preferences",0,0,0,0,1
1,"i'm happy to have less waste, save money and still get my soda fix!",0,1,0,0,2
1,added cinnamon sugarsaved the plastic bottles for camping.,1,0,0,0,2
0,of course you have to have a soda stream or some form of carbonated water and something is just a tad off about the taste.,1,0,0,0,2
1,"there's a slight aftertaste that's different from the real thing,",1,0,0,0,1
1,"making it at home, kids don't notice it and think it's homemade pepsi and starry.",1,0,0,0,1
0,the product came quickly.,0,0,0,1,2
0,and at a good price.,0,1,0,0,2
0,i'm not 100% sure why there is aspartame in them when they are not diet,1,0,0,0,0
0,majority of soda stream products seem to have this.,0,0,0,0,1
0,could be why the starry wasn't so good.,0,0,0,0,0
0,"not the starry, however for someone who has not tried either flavor this is a great package to try out.",1,0,0,0,2
1,it lacks the acidity and it’s way sweeter and more strongly flavored than the canned/bottled stuff.,1,0,0,0,2
1,i’ve found that a bit less than halfway between the lines for half a liter and less sweet liter is the sweet spot.,1,0,0,0,1
0,a little to much or to little makes a big difference.,0,0,0,0,1
1,first off - i am a big fan of my sodastream!,1,0,0,0,2
1,i have been using it for a little over a year.,1,0,0,0,2
1,"i have never purchased soda flavored addictive before, so these were new to me.",1,0,0,0,1
1,"as someone who drinks 2 pepsis a day, i figured i would give this a try.",0,0,0,0,1
1,there is definitely a flavor difference between using the concentrate and canned/bottled pepsi.,1,0,0,0,2
1,"the difference is enough to know,",0,0,0,0,1
1,it's not that it tastes bad.,1,0,0,0,0
1,"i won't purchase again,",0,0,0,1,0
0,i will drink coke in a pinch,1,0,0,0,2
0,"with things starting to cost more than the national debt, we are looking for ways tocut the costs.",0,1,0,0,0
0,pepsi bought soda stream some time back,0,0,0,0,1
0,had only sold the soda stream pepsi to othercountries with the promise to sell in the us.,0,0,0,1,1
0,"so, the pepsi comes in pretty much stock soda stream containers, only pepsi has packaged themin clear plastic rather than the normal white containers.",0,0,1,0,1
0,i think the measure is one portion of syrup to 6 portions of seltzer water.,1,0,0,0,1
0,"i keep changing the portions, trying to get the same taste i get from the cans, almost got it",1,0,0,0,1
0,quality seems the same as other soda stream system syrups.,1,0,0,0,1
0,exactly as described.,0,0,0,0,2
0,very happy that pepsi has finally come out with the syrup version for soda stream.recommended.,1,0,0,0,2
1,these seem a bit off.,1,0,0,0,0
1,there is a sort of sharpness to the smell and the taste is just a tiny bit off.,1,0,0,0,0
1,"it's still drinkable and it's not making me sick or anything,",1,0,0,0,1
1,it definitely does not taste at all like a real pepsi.,1,0,0,0,0
1,"and i don't mean that i have too much or not enough as it tastes off, not weak or strong.",1,0,0,0,1
1,a slight hint of a sourness or something.,1,0,0,0,1
1,still kind of ok if cold enough not actually bad,1,0,0,0,1
1,"only just barely ok-ish, not actually good.it is possible that these were just stored badly or something.",1,0,0,0,1
1,"unfortunately, this is a four pack, so even if i was inclined to keep buying more to try i wouldn't be doing so for a (hopefully i can get more dr. pete by then though instead.)",0,0,0,0,1
1,"still, i consider this to be an accurate thing to bear in mind even if so because that means it's going to be like this in many batches.",0,0,0,0,1
0,i gave up colas a back and just used my sodastream for sparkling water with lemon or lime crystals.,0,0,0,0,1
0,then i ran across the pepsi and coke zeros and that old itch had to be scratched all over again.,0,0,0,0,1
0,"a little experimentation will land you in that ""sweet spot"" as it were.as to price though, that depends on who the seller is.",0,1,0,0,1
0,a little,0,0,0,0,1
0,"ago the supply on amazon got tight, and some sellers jumped on the opportunity to pump their margins.",0,1,0,1,0
0,"i didn't mind that much, i just voted with my wallet and waited for the supply chain to refresh, so word to the wise, look at your seller options and don't just bang that ""buy"" button without a look.",0,0,0,1,1
1,i was a good price.,0,1,0,0,2
0,my husband can't tell the difference.,0,0,0,0,1
0,in my area a 2lt bottle of pepsi zero is $2.,0,1,0,0,1
0,buying these on subscribe and save it will work out to .47 cents per liter.,0,1,0,0,1
0,"you do have to factor in the cost of co2,",0,0,0,0,1
0,"we have bulk tanks, so that is cheaper also.",0,1,0,0,2
1,tastes the same as buying anywhere else.,1,0,0,0,2
1,i’ve tried other cola concentrates.,0,0,0,0,1
0,"i recently purchased a new sodastream for the family christmas gift, and picked up the pepsi mix for my kids and their friends.",0,0,0,0,1
0,"i regularly host game nights every other weekend, and was spending a lot on beverages for the party.",0,1,0,0,1
0,"so, i was looking for a way to reduce cost",0,1,0,0,0
0,still providing the drinks they like.,0,0,0,1,1
1,as advertised.,0,0,0,1,2
1,it is not exactly what i was hoping for.,0,0,0,0,0
1,"once i saw this, i was super excited because i know a lot of the coca-cola brands got removed long ago.",0,0,1,0,2
1,so i was very excited to see a name brand therapy.,0,0,0,0,2
1,it doesn’t exactly taste like it.,1,0,0,0,0
1,"it still has that typical soda stream type flavor.although it’s not exactly what i wanted, it is still better than most of the other flavors you can buy for the soda stream.",1,0,0,0,2
0,"when covid-19 hit and started causing all the supply chain issues and shortages, we pretty much stopped using it, plus at that time the diet cola flavor wasn't that great.",1,0,1,0,0
0,roll forward to better times now and they actually have diet pepsi flavor.,1,0,0,0,2
0,"i don't think it's as great as diet pepsi from a can, it's a great alternative and practical to boot since we've got the machine and co2 again.",1,0,0,0,2
0,"i play around with the syrup level as i haven't quite nailed the best ratio yet,",1,0,0,0,1
0,"i did make this purchase solely because it was a prime event special pricing and will shop the price for my next purchases,",0,1,0,0,2
1,"when mixed as directed this tastes just like diet pepsi as it should, i assume the syrup is the same.",1,0,0,0,1
1,one caveat has more to do with sodastream in general- the measuring line.,0,0,0,0,1
1,why do they put three different lines on the top cap?,0,0,1,0,1
1,it says to use the middle line explicitly,0,0,0,0,1
1,for some reason that line is the faintest to see.,0,0,1,0,1
0,the starry flavor is close to the commercial product.,1,0,0,0,0
0,"easy to use,",1,0,0,0,2
0,the fill mark in the bottle cap could be better for the proper amount to use.,0,0,1,0,2
0,"if this was just sold as a cola, i would rate it higher,",0,0,1,0,2
0,this stuff is sweetened with both sugar and a substitute.,1,0,0,0,0
0,"it just doesn’t taste like pepsi, and i can’t believe they are letting sodastream use their name for this product.",1,0,0,0,0
1,i got the pack with the regulars pepsi and starry.,0,0,0,0,1
1,haven't tried the starry and i haven't had store bought so i can't compare.,0,0,0,0,1
1,like all the soda stream syrups it give way to the artificial sweetener after taste.,1,0,0,0,0
1,"unfortunately for me, i can taste an artificial sweetener a mile away and they all leave a chemically bitter aftertaste.",1,0,0,0,0
1,which is why my sodastream was relegated to just making club soda until i saw they had pepsi.,0,0,0,0,0
1,"all the syrups are gross to me, like i just chewed a flavored alka-seltzer.the pepsi is no different.",1,0,0,0,0
1,the regular pepsi still has sucralose in it.,1,0,0,0,0
1,why?,0,0,0,0,1
1,no idea.,0,0,0,0,1
1,the first ingredient is still sugar.,1,0,0,0,0
1,"for those of us that can taste it and don't like it, you'll be disappointed after you swallow it.",1,0,0,0,0
0,the use by date is a year away.,0,0,1,0,1
1,dew next.,0,0,0,0,1
1,it is not traditional pepsi.,1,0,0,0,0
0,i say these and thought it was a perfect match for me.i mixed it just like i normally do the cola flavor and it tastes a little bit like pepsi.,1,0,0,0,2
0,certainly not a perfect match.,0,0,0,0,0
0,my issue is in more of the price.,0,1,0,0,0
0,i don't think the aaditional cost between this and the normal cola is warranted.,0,1,0,0,0
0,"it's not demonstrively that much better or worth it in my opinion.if you like the normal cola flavor, stick with that.",1,1,0,0,0
0,you won't be missing anything.,0,0,0,0,2
0,saves time and is more eco friendly than single serve bottles or cans.,0,0,1,0,2
0,easy to have on reorder.,0,0,0,1,2
1,all the zero-cal pepsi i want with none of the plastic or aluminum waste.,0,0,1,0,2
1,"unfortunately, the syrup has a diet aftertaste.",1,0,0,0,0
1,"even then, it doesn’t taste like regular starry.",1,0,0,0,0
1,using less syrup than what is recommended and the max level carbonation makes it more enjoyable.,1,0,0,0,2
1,otherwise i don’t plan on purchasing more of this flavor.,0,0,0,0,2
1,"editi tried using the lowest (first line) measurement of the syrup, and the results were much better.",1,0,0,0,2
1,it’s still not regular starry.,1,0,0,0,0
1,"has a slight aftertaste from the artificial sweetener,",1,0,0,0,0
1,"try this, or even less syrup, if you are disappointed in the taste.",1,0,0,0,0
1,i added a star back to the rating.,0,0,0,0,2
0,we're able to make our own soda as we need it.,0,0,0,0,1
0,eliminates having cans in the fridge taking up space.,0,0,1,0,2
1,i find no real difference between the regular pepsi syrup and the regular soda stream cola syrup.,1,0,0,0,0
1,it affects the taste greatly.,1,0,0,0,0
1,this is for others who might be curious about trying the “pepsi“ labeled soda stream syrup.,1,0,0,0,0
1,it’s not worth the extra dollar per bottle.,0,1,0,0,0
0,"then, once it cooled, cold water was added and refrigerated.",0,0,0,0,1
0,i really wish that the zero sugar product was available because it is extremely sweet.,1,0,0,0,0
0,"however, i simply add equal parts of water to it and it's just fine.",0,0,0,0,1
1,"would be to reduce the sweeteners in it and increase the carbonation, please!",1,0,0,0,0
0,i will buy this until it’s not solid anymore.,0,0,0,0,2
1,not to my taste.,1,0,0,0,0
1,this wasn't for me.,0,0,0,0,0
0,"if you’ve ever had coke from a fountain dispenser that is low on carbonation and the mix is set too high and it’s overly sweet, that is what this stuff tastes like.",1,0,0,0,0
0,awful.,0,0,0,0,0
0,i guess this is just a way for them to resell flat over-sweetened stale coke.,1,0,0,0,0
0,drank one half of a can and threw the rest of the cans away.,0,0,0,0,0
0,not even worth the wasted storage space to keep the unused drinks.,0,0,0,0,0
0,add some mild carbonation to berry-flavored cough syrup like vic’s formula 44 and that’s what this tastes like.,1,0,0,0,0
1,coke is coke!decent price.,0,1,0,0,2
1,no need to lug it from the supermarket.,0,0,0,1,1
1,fast shipment.,0,0,0,1,2
0,we all tried it for fun.,0,0,0,0,1
0,"of course, since i was the one who paid for it, i was the one who didn't like it.",0,1,0,0,0
0,would not buy it again.,0,0,0,0,0
0,back to real coke original for me.,1,0,0,0,0
0,"one person absolutely loves it, and says she will be buying this for home from now on.",0,0,0,0,2
0,"it has a raspberry taste, which to me seems artificial,",1,0,0,0,0
0,"to me, it's too sweet and doesn't have the sharp bite regular coke has.",1,0,0,0,0
0,it might appeal more to pepsi drinkers who like cola sweeter than us devoted coke drinkers.,1,0,0,0,0
1,i don't know if i'll buy it again.,0,0,0,0,1
0,i was shocked at the taste,1,0,0,0,1
1,"i was skeptical after reading the mixed reviews,",0,0,0,0,1
1,thought i'd be adventurous and give it a try.,0,0,0,0,1
1,we'll very likely be buying this again.,0,0,0,0,2
0,our grocery stores where i'm located do not carry the spice coke as of this writing so i ordered from amazon.,0,0,0,1,2
0,it's all a matter of taste preference in each individual,0,0,0,0,2
0,this was not for me.,0,0,0,0,0
0,the carbonation on the spice coke seemed a bit weak to me and it was a bit too sweet.,1,0,0,0,0
0,there's a somewhat after taste i'm don't care for.,1,0,0,0,2
0,the price of $6.34 from the seller is a very good price.,0,1,0,0,2
0,it was delivered via ups in 2 days as promised by amazon and packaged well.,0,0,1,1,2
0,has an identity now.,0,0,0,0,1
1,was looking forward to these,0,0,0,0,2
1,it does taste like cherry medicine and the aftertaste is not good.,1,0,0,0,0
1,should’ve read the reviews.,0,0,0,0,0
0,"sadly, the raspberry flavor overshadows the spice.",1,0,0,0,0
0,"in fact, this should just be called ""raspberry coke"".",1,0,0,0,0
1,not for sippin.,0,0,0,0,1
0,the took coke and added..nasty smelling and tasting perfume.,1,0,0,0,0
0,gross .,0,0,0,0,1
1,i tasted and tossed it.,1,0,0,0,0
1,wasn’t worth the wait!,0,0,0,0,0
0,it was awful.,0,0,0,0,0
1,"i don't drink a lot of soda, so i appreciate these smaller cans.",0,0,1,0,2
1,i found it to be a little too syrupy for my taste.,1,0,0,0,2
1,i haven't had the occasion to try that yet.,0,0,0,0,1
0,this flavor is pretty polarizing.,1,0,0,0,0
0,"i haven’t seen anything positive about it on social media,",0,0,0,0,2
0," i go to the store and it’s always fully stocked,",0,0,0,1,2
0,i think some people taste a strong coughsyrup flavor that really turns them off of this.,1,0,0,0,0
0,it also kind of tastes flat in a way.,1,0,0,0,0
0,i’m not crazy about it,0,0,0,0,1
0,where i’m tempted to complain is about how much product you get for the price.,0,1,0,0,0
0,i found that i might actually prefer these smaller cans as i can finish a drink,0,0,1,0,2
0,"it’s still cold,",0,0,0,0,2
0,the price is way too expensive.,0,1,0,0,0
1,"it has a similar blend of flavors, with a slight hint of cinnamon and other spices.",1,0,0,0,2
1,"however, for me, it felt like i was just drinking a cheaper less carbonated version of dr. pepper.",1,0,0,0,0
1,i was quite disappointed.,0,0,0,0,0
1,it tasted more like cough medicine than anything else.,1,0,0,0,0
1,"however, the worst part was the aftertaste - it was reminiscent of prune juice and very unpleasant.",1,0,0,0,0
1,i definitely did not enjoy the drink at all.,0,0,0,0,0
1,the high sugar content was also a major drawback for me.,1,0,0,0,0
1,"instead, i will stick to my preferred choice of infused water with my enchanter pitcher, which not only tastes better",0,0,0,0,1
1,is also better for my health.,0,0,0,0,2
1,i am not a fan of overly sweet or artificial-tasting drinks.,1,0,0,0,0
1,that's why i usually opt for water or lightly flavored beverages.,0,0,0,0,1
1,"however, when i do want to indulge, i prefer drinks that have natural ingredients and a more subtle taste.",1,0,0,0,0
1,"unfortunately, this soda did not meet my standards.",0,0,0,0,0
0,lukewarm it gives the strangest aftertaste like cough medicine.,1,0,0,0,1
1,cans were new and fresh,0,0,1,0,2
1,the spiced part of it throws me off a bit just not a fan.,1,0,0,0,0
1,"i don't like sodas from certain drs, ",0,0,0,0,0
1,"so was not sure how i would like this, and it just didn't hit the mark.",0,0,0,0,0
1,"seems to be rather polarizing, love it or hate it.",0,0,0,0,1
1,i hated.,0,0,0,0,0
0,"if you've ever got a fountain pop and had various flavor adders where one of them was raspberry,",1,0,0,0,1
0,pronounced candy like fake raspberry flavor.,1,0,0,0,0
0,"it says spiced,",1,0,0,0,0
0,not for everybody,0,0,0,0,0
1,"we are sugar conscious here and each mini can contains about 50 grams, including the added amount.",1,0,0,0,0
1,"that's a problem for us, so we drink them less often.",0,0,0,0,0
0,"i wanted to like this, however the flavor profile to me is not enjoyable.",1,0,0,0,0
0,i get a strong raspberry scent,1,0,0,0,0
0,less berry flavor.,1,0,0,0,0
0,taste was kind of medicinal.,1,0,0,0,0
1,"i haven't drunk coke in a while, so i took a poll on this new flavor.",0,0,0,0,1
1,i like that the cans are mini sized.,0,0,1,0,2
1,it's helpful for portion control.,0,0,0,0,2
1,there's enough in this can to satisfy without having to go overboard.,1,0,0,0,2
0,"upon opening a nice cold of this spiced cola, i got a good whiff of the ""spice"".",1,0,0,0,2
0,i love the little smaller cans.,0,0,1,0,2
1,the small cans of coke are great because sometimes i do not want to drink too much sugar.,0,0,1,0,2
1,the smaller amount of soda allows me to get my fix without going overboard.,0,0,1,0,2
1,this box of 10 tiny cans are good for trying to cut back your soda intake and mixers depending on what the vibe is you're going for.,0,0,1,0,2
0,easy to store,0,0,1,0,2
0,convenient,0,0,0,0,2
0,good size,0,0,1,0,2
0,came well packed,0,0,0,1,2
1,"i prefer to drink either the glass bottled (with cane sugar) or canned version of coke, as they just tastes slightly better and fresher to me,",1,0,0,0,2
1,"i don’t mind drinking the plastic bottle of these “coca-cola soda soft drink, 16.9 fl oz, 6 pack,” once in a while, especially, for the price, which is very reasonable.",0,1,1,0,2
1,i love a glass of coke to go with certain dishes like pizzas and hamburgers as they enhances the taste of pizza and hamburgers in my opinion.,1,0,0,0,2
1,"at the time of purchase, the price for these was great (better than the store).",0,1,0,0,2
0,"the bottles fit easily into the refrigerator, and are easy to take along fishing or picnics too.",0,0,1,0,2
0,they do not break if dropped and are reusable.,0,0,1,0,2
0,i bought it for $3.98 because that was a great price,0,1,0,0,2
1,great price.,0,1,0,0,2
1,delivered right to door.,0,0,0,1,2
1,never damaged.,0,0,0,1,2
1,"was surprised that bottles had not leaked, each and every bottle had been ripped from the plastic holders, i have no idea how that could have happened every one was separated.",0,0,0,0,1
0,"i am so glad, you all finally reduced the price, and allowed me to order this product!",0,1,0,1,2
0,and the price is right thanks!,0,1,0,0,2
0,i like the price.,0,1,0,0,2
0,i like bottled coca-cola better than canned soda pop.,0,0,1,0,2
0,bottled soda pop doesn't lose their fizz.,0,0,1,0,2
1,fast ship.,0,0,0,1,2
0,good price and delivered well.,0,1,0,1,2
1,i buy products like wal mart pop tastes flat sometimes i think in warehouse too long,1,0,0,0,0
0,it's worth the price.,0,1,0,0,2
1,arrived in good condition.,0,0,0,1,2
1,"convient, delivered to my doir.",0,0,0,1,2
0,"great price, and arrived the next day.",0,1,0,1,2
1,the price is unbelievable.,0,1,0,0,1
0,great packing great price.,0,1,0,1,2
0,like the liter size for family of 2-3.. decent sale price.,0,1,1,0,2
1,great into price on this 6 pak as well.,0,1,0,0,2
0,items came without any problem.,0,0,0,1,2
0,great comfort food yo have delivered to the house!,0,0,0,1,2
0,no damage to the pop.,0,0,0,1,2
0,i snagged this at a good price.,0,1,0,0,2
0,cheaper than the stores.,0,1,0,0,2
1,normally you pay an arm and a leg for delivery of liquids.,0,1,0,0,2
1,this is very reasonably priced with free delivery.,0,1,0,0,2
1,good price free shipping for prime.,0,1,0,1,2
0,yes its great to deliver to your doorstep.,0,0,0,1,2
1,sad that these are getting more expensive,0,1,0,0,0
0,never got any because i couldn’t find it my town!,0,0,0,0,1
1,plus it’s delivered to the porch.,0,0,0,1,1
1,im happy with it .,0,0,0,0,2
0,i suggest trying coke in a bottle.,0,0,1,0,2
1,these came fast.,0,0,0,1,2
1,"if you do the math, you will see that you are getting each drink for much less than you would pay at a retail outlet in a city.",0,0,0,1,2
1,i live in charleston s.c. and it is very expensive here.,0,1,0,0,0
1,a 16 ounce coke here goes for about $2.00.,0,1,0,0,1
1,"with amazon prime, you save on shipping costs and get your product faster.",0,0,0,1,2
1,i highly recommend this product from this seller.,0,0,0,0,2
1,they know customer service!,0,0,0,1,2
1,"it actually is recyclable, at least in my community!",0,0,1,0,2
0,"6 pack came intact, at a great price and right to my door.",0,0,0,1,2
0,the color of the soda was a bit off-putting.,1,0,0,0,0
0,It had an unnaturally vibrant orange hue that didn't align with the natural appearance one would expect from an orange-flavored beverage.,1,0,0,0,0
0,"I would not recommend it to those seeking a genuinely refreshing orange soda, carbonation.",0,0,0,0,0
0,as there are better options available on the market without the overpowering artificial taste and unpleasant,1,0,0,0,0
1,Only half had any soda and were dented.,0,0,0,1,0
1,Was concerned when I checked the bottom of the can and did not see a date?,0,0,1,0,0
0,The box that it came in was open on both sides the soda water box was also open with the cans falling out in the big box I don’t like that at all.,0,0,0,1,0
0,Cans were disfigured and leaking.,0,0,0,1,0
0,Will not purchase again.,0,0,0,0,0
1,I received the 12 pack of Sunkist soda.,0,0,0,0,1
1,I would like a refund or fresh replacement sodas.,0,1,0,0,0
0,The media could not be loaded.,0,0,0,0,0
0,My sodas came damaged,0,0,0,1,0
1,Soda box was open and a can of pop exploded when i opened up box,0,0,0,1,0
0,Advertisement states 24 cans and only 12 cans delivered.,0,0,0,1,0
0,I have a screenshot,0,0,0,0,1
0,was not able to add.,0,0,0,0,0
1,Not what was promised in post.,0,0,0,1,0
1,It clearly states 24 packs of pop not 12!,0,0,0,1,0
0,Description said it was 24 pk.,0,0,0,1,0
0,received a 12 pack.,0,0,0,0,1
1,"It says 24 cans, I got a 12 pack.",0,0,0,1,0
0,The pack of sodas arrived open with orange soda everywhere.,1,0,0,0,1
1,Item says 24 cans it’s only a 12 pack!,0,0,1,0,0
0,Mostly disappointment in looking forward to the drink.,1,0,0,0,0
1,The soda was fine.,1,0,0,0,1
1,4 cans exploded and all the others where dented.,0,0,0,1,0
1,And no returns.,0,1,0,0,0
1,My mail was all ruined!,0,0,0,0,0
1,Damaged,0,0,1,1,0
1,Product was damaged,0,0,1,1,0
1,I've ordered these a few times and I've always received damaged cans in the pack.,0,0,0,1,0
0,It came and it was completely destroyed and when i tried to get a refund i was denied and it wouldn’t let me get a replacement or anything.,0,0,0,1,0
1,It took a long long time and I still did not get it,0,0,0,1,0
1,i loved it when I bought it so I tried to get it and could not get it that's the only reason why I gave it a one star because I did not get it,0,0,0,0,2
1,"The cans were all dented, few cans had to be opened with a nail punch as pop top was broken.",0,0,0,1,0
0,"I never get the quantity requested, packaging of product NOT intact, and neither are cans.",0,0,0,1,0
0,exterior packaging is OK,0,0,0,1,2
0,damaged prior.,0,0,0,1,0
0,It is usable.,0,0,0,0,2
1,Don't wast your money.,0,1,0,0,0
1,get the zero sugar kind.,1,0,0,0,1
0,One of the cans was punctured and leaked everywhere.,0,0,0,1,0
1,All the sodas was spilled out,0,0,0,0,0
0,The cans were in a trash bag loose.,0,0,0,0,1
0,Some were damaged and leaking.,0,0,0,1,0
0,Giant bag of stickiness.,0,0,0,0,1
0,Not good.,0,0,0,0,0
1,Bottom of box must have opened and driver dropped case.,0,0,0,1,0
1,"Missing cans, busted cans and box all messed up.",0,0,0,1,0
1,Driver put remaining cans from package in box and closed box.,0,0,0,1,1
1,Very disappointing.,0,0,0,0,0
1,Can’t request a refund due to can’t return what wasn’t fully delivered.,0,0,0,1,0
0,"I don't know if it's just that this product was so old when it came,",0,0,0,0,1
1,Can't stand the pop up was damage upon arrival.,0,0,0,1,0
1,Several cans damage on the bottom.,0,0,0,1,0
1,And 1 can was pierced and leaked in the original box.,0,0,0,1,0
0,Gave me a headache.,0,0,0,0,0
0,Horrible experience.,0,0,0,0,0
0,Won't ever buy this again.,0,0,0,0,0
1,"I don't know what A&W changed when this product went from ""diet"" to the ever-so-trendy ""zero sugar"",",0,0,0,0,1
1,PLEASE change it BACK!!,0,0,0,0,1
1,Now I read a lot of reviews and I know that many are written in the heat of the moment.,0,0,0,0,1
1,I've tried 6 cans over several days so far in case of a one time problem - they all taste the same.,1,0,0,0,1
1,I had high hopes for A&W zero sugar cream soda because the zero sugar root beer is quite good.,1,0,0,0,2
1,Hopes dashed.,0,0,0,0,0
0,Zero stars.,0,0,0,0,0
0,I want a refund immediately,0,1,0,0,0
1,"Waited over three weeks, and six cans burst soaking the box.",0,0,0,1,0
0,Pop was n ditch across from my house n 3 cans of soda were busted,0,0,0,1,0
1,"Damaged product, mostly unusable, no way to return, refund, or replace.",0,0,0,1,0
0,Did I get a bad batch?,0,0,0,1,0
0,I ordered the Zero Sugar Cream Soda.,1,0,0,0,1
0,this is by far the worst!,0,0,0,0,0
1,It does not help that it is the same dark yellow color of badly dehydrated urine.,0,0,1,0,0
0,First 12 pack arrived and ate out of 10 cans were flat and dented.,0,0,0,1,0
0,The second 12 pack arrived with eight cans that were dented,0,0,0,1,0
0,would not stand up without putting it in the glass,0,0,1,0,0
0,I’ve been drinking this for years.,0,0,0,0,1
0,The recent bad reviews are all correct.,0,0,0,0,0
0,It’s a bad product and they sell it anyway.,1,0,0,0,0
0,Save your money.,0,1,0,0,1
0,I got a refund,0,1,0,0,0
0,you can’t return it.,0,0,0,0,0
0,Don’t risk it.,0,0,0,0,1
1,"Only received 12 of the 24 Rootbeers from this order, quite disappointed in only getting half.",0,0,0,1,0
1,It would be great to get the other half of this shipment...,0,0,0,0,1
1,"Update,would not assist in sending the completed order.terrible service provided",0,0,0,1,0
0,Ripped boxes and leaking cans,0,0,0,1,0
1,I don’t know what the heck happened to this batch or if it’s been in the shelf forever,0,0,0,0,0
1,this was TERRIBLE.,0,0,0,0,0
1,Possibly defective.,0,0,0,0,0
1,Cannot recommend.,0,0,0,0,0
1,Bad.,0,0,0,0,0
1,Just bad.,0,0,0,0,0
1,Box was open and soda exploded as you can see in photo,0,0,1,0,0
0,product damaged dented cans box tore all up,0,0,0,1,0
1,Says 24 pack,0,0,0,0,1
1,it’s half that.,0,0,0,0,0
1,False advertising.,0,0,0,0,0
1,Plus the boxes were open and several cans were missing.,0,0,0,1,0
1,Waste of money.,0,1,0,0,0
0,3rd time ordering this product...1st time arrived pretty much like this one,0,0,0,1,1
0,"worse..., 2nd delivery not bad...BUT this one Arrived all broken up & dented AGAIN...WHY was this product NOT packaged properly...??",0,0,0,1,0
0,3 cases thrown into a box & left to be thrown about which it was...stuff to keep them in place would have solved this continued problem...please take noteBUT LOVE the product...,0,0,0,1,1
1,I received only a 12 pack of A & W. It was advertised as a 24 pack for 6.98$,0,0,0,0,0
0,Soda is flat,1,0,0,0,0
1,"Box was ripped up, cartons of soda were opened, and the cans were all loose in box.",0,0,0,1,0
0,"Claims ""pack of 24"" a single pack of 12 is what was shipped.",0,0,0,1,1
1,Says pack of 24....then in very small print it says pack of 12..read before u buy.,0,0,1,0,0
0,"Item name states that it is a pack of 24, received a 12 pack.",0,0,1,0,0
1,The description says 24 cans,0,0,1,0,1
1,only received 1 pack of 12.,0,0,1,0,0
0,It said 24 pack,0,0,1,0,1
0,only received the 12 pack,0,0,1,0,0
0,"This was left on my porch in a dusty banged up box, the cans inside were banged up.",0,0,0,1,0
0,They were all flat.,0,0,0,0,0
1,Very late and so damaged only half the soda was still pressurized inside of its cans.,0,0,0,1,0
1,Very disappointing.,0,0,0,0,0
0,Ordered because it said 24 pack.,0,0,1,0,1
0,Not so much.,0,0,0,0,0
0,12 packs,0,0,0,1,1
1,These cans blow up and soda gets everywhere.,0,0,1,0,0
1,I think these are old stock.,0,0,0,1,0
0,Description says (24 pack)It’s a 12 pack,0,0,0,1,1
1,"Advertised as 24, received 12.",0,0,0,1,0
1,"Item is misleading, purchase elsewhere.",0,0,0,1,0
0,Ad says 24 package and I got a 12 pack,0,0,0,1,0
1,Because of certain ingredients I am sorry I spent the money for this choice.,0,1,0,0,0
1,Not again.,0,0,0,0,0
0,Received only 12 instead of 24.,0,0,0,1,0
0,Received 12 ordered 24..wasn't pleased,0,0,0,1,0
1,I got half of what was advertised,0,0,0,1,0
0,order stated 24 pack received 12 pack,0,0,0,1,0
1,the cans never arrive without a can bent or broken.,0,0,0,1,0
1,Damaged leaking box wrapped in plastic by post office Labeled RECEIVED IN DAMAGED CONDITION.,0,0,0,1,0
1,Can't seem to get refund.,0,1,0,0,0
1,Very disappointing.,0,0,0,0,0
0,"Overall yes,",0,0,0,0,2
0,you all need to have your employees check the products before boxing them up to be shipped out to your customers.,0,0,0,1,1
1,Were flat half the time and the others were damaged and undeliverable,0,0,0,0,0
0,Wrong description,0,0,1,0,0
1,disliked misleading description,0,0,1,0,0
0,Soda is flat.,0,0,1,0,0
0,Amazon will not let me return,0,0,0,1,0
1,I ordered A&W zero sugar Crème soda for the first time.,1,0,0,0,1
1,I won’t be ordering again…,0,0,0,0,1
0,Package arrived today late and badly damaged.,0,0,0,1,0
0,"Six cans badly damaged, three cans empty and three can ok.",0,0,0,1,0
1,I want a refund.,0,0,0,0,0
1,The product was damaged!,0,0,0,0,0
0,I have been drinking diet soda for over 31 years.,0,0,0,0,1
1,The cost was extremely high.,0,1,0,0,0
1,I had heard the product has been discontinued.,0,0,0,0,1
0,I just didn't like being sold an 8 pack with claims that it was a 12 pack,0,0,0,0,0
1,I got ripped off.,0,0,0,0,0
1,"My total was around $38 which is outrageous, for one 12 pack",0,1,0,0,0
0,Long delivery.,0,0,0,1,0
0,Box is wet.,0,0,0,1,0
0,it is supposed to be diet cream soda not regular.,1,0,0,0,1
1,"However, it's been nearly impossible to get from amazon.",0,0,0,1,1
1,I am now attempting my third order.,0,0,0,1,1
1,Every other order has been continually delayed until I have finally given up on it.,0,0,0,1,0
1,This latest order showed up as prime,0,0,0,1,1
