,name,date,rating,text
118,Aloha 6,"March 17, 2024",4.0,Actually tastes like a pepsi zero. 1000x better than the generic sodastream stuff that tastes like the worst generic 99¢ store cola you could possibly find.
119,Joe Momma,"February 17, 2024",4.0,I bought the soda stream when I saw this available. It lists sugar as the main ingredient but it tastes a lot like artificial sweetener and a little flat regardless of the amount of bubbles. I tried the grape and lemon lime that came with it and they taste like the flavored water you purchase. I tried it with real grape juice and it's pretty good. Disappointed with the Pepsi flavor.
120,CRockstead,"April 18, 2024",5.0,Great deal!
121,kdj,"February 26, 2024",4.0,Others said it was just like diet Pepsi I think it had that Soda Srteam flavor not bad but it stands a lone. If you're like my wife and drink only Diet Pepsi it won't work. If you're open to a little twist on the flavor it's ok.
122,rael salas,"April 5, 2024",5.0,"good taste, as long as u use cold water. definitively would buy it again."
123,Charles Tiffany,"April 10, 2024",5.0,It’s just like 7up.
124,Texasowl,"March 28, 2024",5.0,Taste almost as the factory made. Read the instructions on the side of the syrup bottle.
125,Erica ,"February 23, 2024",5.0,"I don't have a Soda Stream, I have something similar from another company (sparkle) but they don't sell soda syrups. I purchased these, hoping it would taste like fountain diet Pepsi and it does! I much prefer the taste of fountain drinks to canned or bottled. These are simple to use and it's easy to measure the correct amount since it has a 'fill line' in the cap. It lasts a decent amount of time, calculating the cost of everything it comes out cheaper than purchasing bottled soda and tastes better too."
126,H.Woody,"April 9, 2024",5.0,pricy
127,Amazon Customer,"April 6, 2024",5.0,Product has a good cola taste.
128,Amazon Customer,"February 28, 2024",4.0,"Without the artificial flavor. If you squeeze a little fresh lemon in it, it's soooo good.It would be nice to offer a variety pack with different flavors."
129,Steven S Ashley,"April 7, 2024",5.0,NA
130,Sean,"February 28, 2024",4.0,Taste more like RC cola than Pepsi but it’s good especially for the price and ability to make it the way O want to.
131,tfmd,"March 23, 2024",5.0,"Looks, like and tastes like Diet Pepsi. That's what I expected so what more can I say?"
132,Yifan Tian,"January 31, 2024",5.0,"I've been using the SodaStream Zero Sugar Water Enhancer for a few weeks now, and it has completely transformed my water drinking experience. As someone who struggles to stay hydrated because I find plain water uninteresting, this enhancer has been a game-changer. The flavors are vibrant and delicious without being overpowering, and the fact that it's zero sugar is a huge plus for me. It's super easy to use with my SodaStream machine, adding just the right amount of fizz and flavor to make drinking water more enjoyable. I also love that a little goes a long way, making it cost-effective. It's a healthier alternative to sugary sodas and juices, and I feel good about incorporating it into my daily routine. Definitely a must-try for those looking to jazz up their water intake!"
133,Matt Peterson,"February 28, 2024",5.0,"SodaStream® Starry® Zero Sugar Beverage Mix has earned its place as my go-to choice for a light and refreshing sparkling drink. Its excellent taste, versatility, and health-conscious attributes make it a standout option for those seeking a guilt-free soda experience. I highly recommend this beverage mix for SodaStream enthusiasts and anyone looking to elevate their sparkling drink game without compromising on flavor or health."
134,Joseph Negaard,"March 26, 2024",5.0,Tastes almost like real fountain soda. It goes a long way and definitely saves money.
135,Brittney Foster,"March 6, 2024",5.0,"So we love making our Orange sodas and they actually come out tasting much better. We still find our self for convenience, sake buying cans and either bottles. However, this is nice for when we run out and still want a soda. and these really do taste like the real thing"
136,Anthony M,"February 19, 2024",4.0,Maybe maybe not. I do like a good soda once in awhile. Definitely more of a Pepsi zero aftertaste but otherwise it fires the synapses.
137,Jo,"April 3, 2024",5.0,It tastes great.
138,Pamela Beischer,"March 20, 2024",5.0,We bought our son a soda stream for his birthday and we’re so excited to find they make a Pepsi one!
139,TheMaster,"February 15, 2024",4.0,The taste is slightly off no matter what I do in terms of mixing it.  Not horrible but not the same as getting it out of a bottle.
140,Joel,"February 29, 2024",4.0,"Almost as good, but a little off. Afficionados won't like it."
141,Dwight H.,"March 15, 2024",5.0,I love the convenience of adding STARRY to my soda stream while still getting the same great flavor. It's a fantastic value for me.
142,Stephen Nelson,"March 16, 2024",5.0,I thought this was a great deal.  4 bottles for a set price.  We are giving the SodaStream another try.Thanks.
143,Taste just like restaurant Pepsi. Right out of the fountain.,"April 1, 2024",5.0,Delicious
144,Sharon L.,"March 22, 2024",5.0,Perfect alternative that saves money. Waiting for Mt Dew Zero!
145,T. C. Parker,"March 29, 2024",5.0,Soda stream
146,Amazon Customer,"March 21, 2024",5.0,Real pepsi taste no compromise in taste
147,alen blesic,"March 17, 2024",5.0,My kids love it and I can control how sweet I make it
148,Camarillo,"February 28, 2024",5.0,I love this product!  It tastes great and I don't have to lug around heavy soda's from the store. It is so easy to use and saves us money and time. I would recommend this product.
149,John Nazz Jr.,"March 3, 2024",5.0,"Taste great. You just have to get the correct measure. I’m really like the taste, it tastes just like the bottle or can for me."
150,Kelli,"November 19, 2023",4.0,"I've adjusted the syrup to the exact taste that I like, but I cannot get the right carbonation. The directions recommend 5 pumps. I'm up to 15 pumps on a new canister! And then it goes flat 1/2 way to the end of the liter. I recently bought 1/2 liters to see if it would retain the carbonation, and it helps. Not sure how to make the carbonation last longer. I bought this to save on sodas and to save on disposing plastic. Jury is still out, but as of now, I will keep it a 4-star rating.I'm also looking for cheaper alternatives to non-caffeinated syrups for evening drinks."
151,Jim Bailey,"March 13, 2024",5.0,"Very Good Flavor, bought a 4 Pack so it would last me."
152,The Valuable Opinion,"December 13, 2023",5.0,"I absolutely love using the SodaStream® Pepsi® Beverage Mix (440ml, Pack of 4)! Initially, I was skeptical, but this product has exceeded my expectations. It offers a Pepsi flavor that, in my opinion, surpasses those from restaurants or pre-bottled options. The best part is the customization aspect – you can blend it with other flavors or adjust the intensity to create your own personalized Pepsi experience.Following the instructions for measuring out the syrup is key, as I learned from my first enthusiastic attempt. The dopamine rush from going a bit overboard the first time has only piqued my interest even more. The ability to experiment with flavors and intensity levels has made my SodaStream experience not only enjoyable but also a creative endeavor.In conclusion, if you're a fan of Pepsi and enjoy a customizable soda experience, the SodaStream® Pepsi® Beverage Mix is a fantastic choice. I wholeheartedly recommend it for its superior taste, versatility, and the sheer fun of creating your own soda concoctions."
153,Suzanne S,"December 21, 2023",4.0,"I find 28oz of water heavy fizz with mix up to the first lines works best. Middle line like the instructions say is too sweet, it’s too much.I ordered again when there was a sale and received a spoiled batch which wasn’t even close to the expiration date on the bottles. Called soda stream and they sent me a replacement fast."
154,Julia Wermuth,"January 17, 2024",4.0,It's ok but it taste like half diet pepsi. My kids and husband don't seem to mind tho. Not sure why they put sucroslose in it! 🙄
155,Raginrican,"February 1, 2024",4.0,"The Diet Pepsi is fantastic! The Lemon lime flavor is absolutely disgusting, just a terrible after taste."
156,Benjamin Vincent,"March 8, 2024",5.0,You have a soda stream and miss your Pepsi then order this now!
157,BH,"January 9, 2024",5.0,"I drink a lot of soda, it's my guilty pleasure. But with the cost of groceries and recycling all those 2 liter bottles I thought this might be a good option. Never cared much for the sodastream ""cola""  flavor so gave this a shot. Here's what I did. I had 2 liters already of pepsi zero, poured over ice then made some of this in my sodastream and poured that over ice. I really wanted to do a blind test so literally closed my eyes and just tasted them both, couldn't tell the difference. Mind you, some of you may have different preferences but I'm happy to have less waste, save $ and still get my soda fix! Now we just need a coke zero sodastream flavor to come out! hahaha"
158,Matthew C. Bayer,"February 29, 2024",5.0,"Tastes like real fountain Pepsi, with the ability to make it a little more or less sweet."
159,Michael H.,"January 19, 2024",4.0,Not badMixed with carbonated water.Added cinnamon sugarSaved the plastic bottles for camping
160,Colby Conyers,"December 20, 2023",4.0,Tastes pretty dang close to real Pepsi and with fewer calories. Of course you have to have a soda stream or some form of carbonated water and something is just a tad off about the taste. Although we prefer it way more to bottled.
161,Sean,"February 24, 2024",5.0,"There's a slight aftertaste that's different from the real thing, but making it at home, kids don't notice it and think it's homemade Pepsi and Starry."
162,a.k,"November 22, 2023",4.0,"The product came quickly and at a good price. The Pepsi tasted good but the starry was off-putting. I'm not 100% sure why there is aspartame in them when they are not diet but majority of soda stream products seem to have this. Could be why the starry wasn't so good. Overall I personally would buy the Pepsi again but not the starry, however for someone who has not tried either flavor this is a great package to try out."
163,Chris,"December 15, 2023",4.0,It lacks the acidity and it’s WAAAAAAAYYY sweeter and more strongly flavored than the canned/bottled stuff.I’ve found that a bit less than halfway between the lines for half a liter and less sweet liter is the sweet spot.
164,chipper flynnn,"January 8, 2024",4.0,A little to much or to little makes a big difference. When you get it right it's pepsi
165,Alex Soper,"March 11, 2024",3.0,"First off - I am a BIG fan of my SodaStream!  I have been using it for a little over a year.  I have never purchased soda flavored addictive before, so these were new to me.  As someone who drinks 2 Pepsis a day, I figured I would give this a try.  There is definitely a flavor difference between using the concentrate and canned/bottled Pepsi.  The difference is enough to know, but it's not that it tastes bad.  I won't purchase again, but glad I don't have to wonder any longer."
166,Runion,"July 2, 2023",5.0,"SodaStream® Pepsi® Beverage Mix (440ml, Pack of 6)Its about time..............................I like Pepsi.  I will drink Coke in a pinch but I prefer Pepsi.With things starting to cost more than the national debt, we are looking for ways tocut the costs.Pepsi bought Soda Stream some time back but had only sold the Soda Stream Pepsi to othercountries with the promise to sell in the US.  Our TIME HAS COME ! ! ! ! ! !I will start with Soda Stream Pepsi tastes a lot like the Pepsi we buy in cans, but not exactly.I think its the sweetner that leaves that taste difference.  But nothing you cannot get used to.SO,  the pepsi comes in pretty much stock Soda Stream containers, only Pepsi has packaged themin clear plastic rather than the normal white containers.Same measuring caps.If you do not use the Soda Stream system, you can mix a measured cap of syrup to seltzer water.  I think the measure is one portion of syrup to 6 portions of seltzer water.  I keep changing the portions, trying to get the same taste I get from the cans,  almost got it but no prize yet.Quality seems the same as other Soda Stream system syrups.Very happy that Pepsi has finally come out with the syrup version for Soda Stream.RECOMMENDED,  absolutelyI do not know the seller nor did I get any money or product for my random review230702 1238"
167,John R Andres,"December 20, 2023",4.0,The flavor is not bad to me it tastes like pespi zero It would be a matter of taste everybody has different tastes
168,Elizabeth,"March 2, 2024",5.0,Exactly as described. Very happy
169,Joshua,"September 13, 2023",3.0,"I ordered these because it was the most cost effective option closest to what I normally get (the Dr. Pete flavor being my favorite) since it had a really good price for a four pack of these.  Dr. Pepper is ok and I do kind of like it in general, but these seem a bit off.  There is a sort of sharpness to the smell and the taste is just a tiny bit off.  It's still drinkable and it's not making me sick or anything, but it definitely does not taste at all like a real Pepsi.  And I don't mean that I have too much or not enough as it tastes off, not weak or strong.  A slight hint of a sourness or something.  Still kind of ok if cold enough -- not actually bad -- but only just barely ok-ish, not actually good.It is possible that these were just stored badly or something.  Too much heat perhaps?  That certainly has been an issue this year.  Unfortunately, this is a four pack, so even if I was inclined to keep buying more to try I wouldn't be doing so for a while (hopefully I can get more Dr. Pete by then though instead.)  Still, I consider this to be an accurate thing to bear in mind even if so because that means it's going to be like this in many batches."
170,RNCrawford,"July 11, 2023",4.0,"I gave up colas a while back and just used my Sodastream for sparkling water with lemon or lime crystals.  Then I ran across the Pepsi and Coke Zeros and that old itch had to be scratched all over again.  If you like the flavor of either, this is right on the nose provided you dial in how much syrup you make use of.  A little experimentation will land you in that ""sweet spot"" as it were.As to price though, that depends on who the seller is.  A little while ago the supply on Amazon got tight, and some sellers jumped on the opportunity to pump their margins.  I didn't mind that much, I just voted with my wallet and waited for the supply chain to refresh, so word to the wise, look at your seller options and don't just bang that ""BUY"" button without a look."
171,glen proud,"February 25, 2024",5.0,I like the flavor. I was a good price.
172,PPruitt,"January 29, 2024",5.0,"My husband can't tell the difference. In my area a 2lt bottle of Pepsi Zero is $2. Buying these on Subscribe and save it will work out to .47 cents per liter. You do have to factor in the cost of CO2, but we have bulk tanks, so that is cheaper also."
173,Len,"February 29, 2024",5.0,Tastes the same as buying anywhere else.
174,djmsn,"February 23, 2024",5.0,Bought it for my son and he says it tastes like regular Pepsi to him.
175,Sigman,"February 28, 2024",5.0,I’ve tried other cola concentrates. This is the best.
176,Charles E. Bohall III,"January 11, 2024",5.0,"I recently purchased a new Sodastream for the family christmas gift, and picked up the Pepsi mix for my kids and their friends. I regularly host game nights every other weekend, and was spending a lot on beverages for the party. So, I was looking for a way to reduce cost while still providing the drinks they like. All the kids love the tast of this Pepsi mix. Thus, I will be purchasing this for my gaming parties going forward. 10/10, would recommend"
177,Laura lee J,"February 26, 2024",5.0,Tastes exactly like Pepsi zero.
178,Ann W. Christie,"February 24, 2024",5.0,Kids love this and easy for them to use
179,66Merl,"January 4, 2024",4.0,As advertised
180,luan ruesink,"February 20, 2024",5.0,Fantastic product! Taste is just like the bottled or canned kind
181,antwonStark,"September 11, 2023",4.0,"Although these have a pretty decent taste, especially for what we’re looking for it is not exactly what I was hoping for. Once I saw this, I was super excited because I know a lot of the Coca-Cola brands got removed long ago. So I was very excited to see a name brand therapy.I will say this does taste like the Pepsi we love, but it doesn’t exactly taste like it. It still has that typical soda stream type flavor.Although it’s not exactly what I wanted, it is still better than most of the other flavors you can buy for the soda stream"
182,K. Taylor,"October 19, 2023",5.0,"We have had a SodaStream for over 3 years now and have always enjoyed it.  When Covid-19 hit and started causing all the supply chain issues and shortages, we pretty much stopped using it, plus at that time the diet cola flavor wasn't that great.  Roll forward to better times now and they actually have Diet Pepsi flavor.I really enjoy it.  While I don't think it's as great as Diet Pepsi from a can, it's a great alternative and practical to boot since we've got the machine and CO2 again.  I play around with the syrup level as I haven't quite nailed the best ratio yet, but again, it's not bad.I did make this purchase solely because it was a Prime Event special pricing and will shop the price for my next purchases, but overall, I like it and will continue to buy it."
183,Brad Kempeny,"January 18, 2024",5.0,"When mixed as directed this tastes just like Diet Pepsi as it should, I assume the syrup is the same. One caveat has more to do with Sodastream in general- the measuring line. Why do they put three different lines on the top cap? It says to use the middle line explicitly but for some reason that line is the faintest to see."
184,pacaBill,"February 9, 2024",3.0,"The value for the four-pack is pretty good.  The Starry flavor is close to the commercial product.  Unfortunately, the Pepsi Zero flavor is a bit off from the commercial product.  It's not bad if you want to make your own Pepsi, so it's close, but not exact.  Easy to use, although the fill mark in the bottle cap could be better for the proper amount to use."
185,Marilyn,"January 14, 2024",5.0,I was trying to buy coke syrup but I couldn’t get it anywhere. I bought the Pepsi and use it for my recipe and it came out delicious. We had visited a restaurant and had ribs that were so good and I asked the chef if I could have the recipe and gave it to me. It included Coke syrup.
186,Patrick,"March 2, 2024",3.0,"If this was just sold as a cola, I would rate it higher, but this stuff is sweetened with both sugar and a substitute. It just doesn’t taste like Pepsi, and I can’t believe they are letting Sodastream use their name for this product."
187,Timothy Pickerill,"October 2, 2023",3.0,"I got the pack with the regulars Pepsi and Starry.  Haven't tried the Starry and I haven't had store bought so I can't compare.  I bought for the Pepsi and was excited.The Pepsi smells and tastes like Pepsi at first pass, but like all the Soda Stream syrups it give way to the artificial sweetener after taste.  This doesn't bother some people, and they don't even notice it.  Unfortunately for me, I can taste an artificial sweetener a mile away and they all leave a chemically bitter aftertaste.  Which is why my Sodastream was relegated to just making club soda until I saw they had Pepsi.  All the syrups are gross to me, like I just chewed a flavored Alka-Seltzer.The Pepsi is no different.  The regular Pepsi still has Sucralose in it.  Why?  No idea.  The first ingredient is still sugar.  If you aren't bothered by or can't taste sucralose AND you like Pepsi, this will be just fine for you.  But for those of us that can taste it and don't like it, you'll be disappointed after you swallow it."
188,Gunnar Vogtmann,"October 1, 2023",4.0,Am pleased with the flavor. Making it from scratch allows us to make it more bubbly and with a pinch more syrup more potent than bottled or canned Diet Pepsi. Has the same taste as store bought as well. The use by date is a year away. 4 Stars.
189,Catherine Bennett,"February 6, 2024",5.0,I am hooked and love having a crisp Pepsi whenever I want. Cant wait to try the Mtn. Dew next.
190,john hathaway,"February 21, 2024",5.0,Great taste
191,K. Lu,"March 28, 2024",3.0,"It tastes fine, but it is not traditional Pepsi."
192,Andy Gray,"January 8, 2024",3.0,"Let me preface this by saying I love both SodaStream and Pepsi - but seperately. I say these and thought it was a perfect match for me.I mixed it just like I normally do the Cola flavor and it tastes a little bit like Pepsi. Certainly not a perfect match. but my issue is in more of the price. I don't think the aaditional cost between this and the normal Cola is warranted. It's not demonstrively that much better or worth it in my opinion.If you like the normal Cola flavor, stick with that. You won't be missing anything."
193,Jfrank,"February 1, 2024",5.0,Used this to reduce my sugar.  Taste excellent. Strength very good.  a tablespoon with 16b oz of fuzzy water makes a nice afternoon drink
194,Alyson,"February 1, 2024",5.0,Love this product for my soda stream. Saves time and is more eco friendly than single serve bottles or cans. Easy to have on reorder
195,Benjamin,"January 31, 2024",5.0,Pepsi Zero mix is basically perfect. All the zero-cal Pepsi I want with none of the plastic or aluminum waste. Savin the planet and delicious Pepsi!
196,Brooke ,"February 11, 2024",5.0,Tastes just like a fresh pepsi zero
197,Chris,"May 26, 2023",4.0,"Unfortunately, the syrup has a diet aftertaste. Even then, it doesn’t taste like regular Starry. Using less syrup than what is recommended and the max level carbonation makes it more enjoyable. Hopefully I’ll get use to the flavor, otherwise I don’t plan on purchasing more of this flavor.*editI tried using the lowest (first line) measurement of the syrup, and the results were much better. It’s still not regular Starry and has a slight aftertaste from the artificial sweetener, but it’s enjoyable now. Try this, or even less syrup, if you are disappointed in the taste. I added a star back to the rating."
198,Russell S.,"January 25, 2024",5.0,We're able to make our own soda as we need it. Eliminates having cans in the fridge taking up space.Tastes great.
199,Rush is a band,"January 27, 2024",3.0,I find no real difference between the regular Pepsi syrup and the regular soda stream cola syrup. There’s artificial sweeteners to lower the calories but it affects the taste greatly.This is for others who might be curious about trying the “Pepsi“ labeled soda stream syrup. It’s not worth the extra dollar per bottle.
200,Mary Love,"April 11, 2024",5.0,"I, personally, LOVE this product. It reminds me of Dr. Pepper to the 5th power or, for lack of a better term, ham glaze. It reminds me of brown sugar, cinnamon, nutmeg and ginger ale cooked to a concentrated form. Then, once it cooled, cold water was added and refrigerated. I really wish that the zero sugar product was available because it is extremely sweet. However,  I simply add equal parts of water to it and it's just fine."
201,KMS,"March 3, 2024",4.0,"When I bought and tried this product I really enjoyed the additional raspberry flavor. The only suggestions I would offer, and the two things that would make me consume it regularly, would be to reduce the sweeteners in it and increase the carbonation, please!"
202,Sherry,"April 14, 2024",5.0,I will buy this until it’s not solid anymore. Has a slight raspberry flavor. Love it alone or with rum. A “spiced” flavorful rum and coke!
203,Jesskuh ,"April 10, 2024",3.0,Not to my taste. I like trying new and different flavor combos but this wasn't for me.
204,Keith Minard,"March 9, 2024",1.0,"If you’ve ever had coke from a fountain dispenser that is low on carbonation and the mix is set too high and it’s overly sweet, that  is what this stuff tastes like. Awful. I guess this is just a way for them to resell flat over-sweetened stale coke. Drank one half of a can and threw the rest of the cans away. Not even worth the wasted storage space to keep the unused drinks. Add some mild carbonation to berry-flavored cough syrup like Vic’s Formula 44 and that’s what this tastes like. Yuck!"
205,"Alec A. Kim, MD","April 17, 2024",5.0,Coke is Coke!Decent price.  No need to lug it from the supermarket.Fast shipment.
206,Judith,"April 12, 2024",2.0,"I bought a 10 pack of this Coke Spiced for work.  We all tried it for fun.  Of course, since I was the one who paid for it, I was the one who didn't like it.  I didn't despise it, but would not buy it again.  Back to real Coke original for me.  Five people thought it was good.  One person absolutely loves it, and says she will be buying this for home from now on.It has a raspberry taste, which to me seems artificial, but others like it.  To me, it's too sweet and doesn't have the sharp bite regular Coke has.  It might appeal more to Pepsi drinkers who like cola sweeter than us devoted Coke drinkers."
207,Courtney Forbes,"March 5, 2024",4.0,"It's worth a try once, but I don't know if I'll buy it again."
208,Donna Geil,"April 8, 2024",5.0,I was shocked at the taste but then I started loving it!!!😍
209,NW,"March 10, 2024",5.0,"I was skeptical after reading the mixed reviews, but thought I'd be adventurous and give it a try. Both my spouse and I ended up really enjoying it. The mix of raspberry plus spice gives this a unique and lively flavor. We'll very likely be buying this again."
210,Maryann,"March 8, 2024",2.0,I WAS VERY MUCH LOOKING FORWARD TO THIS PRODUCT ALMOST TO THE POINT OF EXCITEMENT.  OUR GROCERY STORES WHERE I'M LOCATED DO NOT CARRY THE SPICE COKE AS OF THIS WRITING SO I ORDERED FROM AMAZON.  IT'S ALL A MATTER OF TASTE PREFERENCE IN EACH INDIVIDUAL BUT THIS WAS NOT FOR ME.  ORIGINAL COKE IS MY MOST FAVORITE SODA---SO MUCH SO THAT IT'S THE ONLY SODA I PURCHASE.  THE CARBONATION ON THE SPICE COKE SEEMED A BIT WEAK TO ME AND IT WAS A BIT TOO SWEET.  YOU DEFINATELY TASTE THE RASPBERRY BUT THERE'S A SOMEWHAT AFTER TASTE I'M DON'T CARE FOR.  THE PRICE OF $6.34 FROM THE SELLER IS A VERY GOOD PRICE.  IT WAS DELIVERED VIA UPS IN 2 DAYS AS PROMISED  BY AMAZON AND PACKAGED WELL
211,Todd G,"March 2, 2024",5.0,Right size taste great or should I say amazing will buy again sooner than later
212,John,"February 26, 2024",5.0,Has an identity now.
213,Yaniri,"April 14, 2024",2.0,Was looking forward to these but it does taste like cherry medicine and the aftertaste is not good. Should’ve read the reviews.
214,Amil Dave,"March 25, 2024",2.0,"Sadly, the raspberry flavor overshadows the spice. In fact, this should just be called ""Raspberry Coke""."
215,Chloeish,"March 6, 2024",2.0,Maybe for a cocktail but not for sippin.
216,Kindle Customer,"April 4, 2024",1.0,The took coke and added.....nasty smelling and tasting perfume. Gross 🤢
217,Janice wasinger,"March 15, 2024",1.0,I tasted and tossed it. Wasn’t worth the wait!
218,Rayne,"March 29, 2024",1.0,It was awful.
219,"Case, from Space","April 2, 2024",4.0,"I don't drink a lot of soda, so I appreciate these smaller cans.  The ""Spiced"" flavor seems like a mix of different fruity colas, which may appeal to some.  I found it to be a little too syrupy for my taste.  It might mix well with a hard liquor, but I haven't had the occasion to try that yet.  I did find that it tasted better to me over ice."
220,Haley,"March 10, 2024",3.0,"This flavor is pretty polarizing. I haven’t seen anything positive about it on social media, I go to the store and it’s always fully stocked, and the person who I let try it said it was “the worst thing I’ve ever tasted.” He’s probably exaggerating. I think some people taste a strong coughsyrup flavor that really turns them off of this. To me it’s a light cherry flavor with a little bit of spice and creaminess. It also kind of tastes flat in a way. I like it. I’m not crazy about it but it’s not the worst thing I’ve ever tasted by any means. Where I’m tempted to complain is about how much product you get for the price. I found that I might actually prefer these smaller cans as I can finish a drink while it’s still cold, but the price is way too expensive."
221,LunaFendi,"March 8, 2024",3.0,"If you're a fan of Dr. Pepper, then you might enjoy Coca-Cola's Spiced flavor. It has a similar blend of flavors, with a slight hint of cinnamon and other spices. However, for me, it felt like I was just drinking a  cheaper less carbonated version of Dr. Pepper. I was quite disappointed. It tasted more like cough medicine than anything else. However, the worst part was the aftertaste - it was reminiscent of prune juice and very unpleasant. I definitely did not enjoy the drink at all. The high sugar content was also a major drawback for me. Instead, I will stick to my preferred choice of infused water with my enchanter pitcher, which not only tastes better but is also better for my health. I am not a fan of overly sweet or artificial-tasting drinks. That's why I usually opt for water or lightly flavored beverages. However, when I do want to indulge, I prefer drinks that have natural ingredients and a more subtle taste. Unfortunately, this soda did not meet my standards."
222,keith howard,"April 8, 2024",3.0,"When you drink it chilled, it tastes fine. But lukewarm it gives the strangest aftertaste like cough medicine."
223,Jake,"March 19, 2024",3.0,"Cans were new and fresh but flavor of this is pretty unappealing... I think raspberry by itself would work well but the spiced part of it throws me off a bit just not a fan. I don't like sodas from certain Drs, so was not sure how I would like this, and it just didn't hit the mark. If you like sodas from Drs perhaps this is one to try.Seems to be rather polarizing, love it or hate it. I hated."
224,WhiskeyJack,"March 7, 2024",4.0,"If you've ever got a fountain pop and had various flavor adders where one of them was raspberry, well this is that as it tastes like a coke fountain pop with a raspberry flavor shot.  Coke flavor with a light but pronounced candy like fake raspberry flavor.  It says spiced, but I just really taste that raspberry flavor shot.  It tastes good to me and of the many selections of flavor shots, raspberry is one of them that I will select.  Not for everybody but good enough for me."
225,Allblessed,"March 12, 2024",4.0,"We are sugar conscious here and each mini can contains about 50 grams, including the added amount.  That's a problem for us, so we drink them less often.  Regarding the taste, I feel that they are very similar to the original.Many who find the original enjoyable may likely enjoy these as well."
226,Seamoss,"March 12, 2024",4.0,"I wanted to like this, however the flavor profile to me is not enjoyable.  I get a strong raspberry scent but less berry flavor.  Taste was kind of medicinal.  My 9 year old likes it though!"
227,Sleepy,"March 10, 2024",4.0,"I haven't drunk coke in a while, so I took a poll on this new flavor. The consensus was that it's a good sweet flavor, kinda like cherry coke, and somewhat similar to Dr. Pepper. I usually don't like drinks with a cherry taste, since I associate them with medicine flavors, but this raspberry coke was sweet without that medicinal taste. I like that the cans are mini sized. It's helpful for portion control. There's enough in this can to satisfy without having to go overboard."
228,Pawsable,"March 11, 2024",4.0,"So this wasn't bad, but it wasn't what I expected. I don't honestly know what I expected but it wasn't that. This was sweet, had an aftertaste that came on a little after finishing. I would drink it again but I won't go out of my way to get it. However I enjoyed it more than Cherry and Vanilla Coke."
229,Jasmine,"March 9, 2024",4.0,"this is a very small can about only a sip each can, not a fan of the raseberry flavor as well"
230,CC,"March 8, 2024",4.0,"I don't really drink coca-cola, but the spiced intrigued me. It doesn't have any spice to it though, and it kind of tastes like a dr pepper to me. I don't taste the raspberry flavor, but it is more sweet tasting to me than anything. This little can as 25g of sugar and corn syrup is the second ingredient after carbonated water. Not quite sure it is called spiced. The flavor isn't bad, but not what I was expecting. I was expecting something more exciting with a kick."
231,jellybean5922,"March 7, 2024",4.0,This Coca-Cola Spiced is Nice!I like the raspberry and coke flavor of this!Great Value!
232,"Dinosaurs and Mermaids, mom of both","March 7, 2024",3.0,"Upon opening a nice cold of this Spiced Cola, I got a good whiff of the ""spice"". It has a unique taste. Not horrible, but just wasn't for me. Now my mom on the other hand, liked it."
233,Ryan Richard,"March 10, 2024",5.0,"To start off, mine came VERY carbonated, way more than the bottles I get and even cans. The spiced flavor is actually raspberry with hints of cinnamon and I taste something very familiar to chai, so it's not actually like Mexican spices which is what I was thinking but like actual spices! I do agree it's like Dr Pepper with the raspberry flavor. I do think this gets the edge because it has a more clear flavor, it should honestly say raspberry spiced instead of just spiced because the berry is the main part of this coke.Yes, the sugar is high, 25g in a 7oz bottle, it's very carbonized, and it's still Coca-Cola, but if you're a fan of the berry flavored sodas, you're gonna love this, and a lot better than regular soda which I haven't been having recently due to the taste and having healthier drinks nearby, but as a treat once in a while with a meal this is great!"
234,Webb,"April 7, 2024",5.0,"This is a great new twist on the classic coke. I love the little smaller cans. At 60 cents a can they are reasonably priced.The flavor is interesting. While they focus on the ""Spiced"" element, raspberry is really the dominant flavor.Overall, I'm very happy with the ""Coca-Cola Spiced 7.5oz 10pk""."
235,D. L.,"March 20, 2024",5.0,The small cans of Coke are great because sometimes I do not want to drink too much sugar and the smaller amount of soda allows me to get my fix without going overboard. This flavor is not for everyone but personally I like it. I find that the flavor is a bit less intense in the smaller cans and doesn't really taste that much different from your regular coke.
236,C,"March 13, 2024",5.0,"I'm not a big soda fan, but was intrigued by unique flavoring.  The raspberry flavor blends with the cola flavor very well, without either one being overpowering.  I'm not sure why they went with 'spiced' as the marketing ploy here as there isn't anything (to me) in raspberry that resembles spice, but that's just me.  Overall, it's a good coke with underlying raspberry flavors."
237,Alyssa,"March 9, 2024",5.0,"I did not have any idea what to expect from this, but this box of 10 tiny cans are good for a) trying to cut back your soda intake and b) mixers depending on what the vibe is you're going for. It doesn't taste much like the original flavor as one might expect, but the raspberry and spices do come through and aren't a bad mix at all."
238,Josue Martinez,"March 22, 2024",5.0,"I really like these cans, they taste festive and delicious"
239,Honest Reviews,"March 11, 2024",5.0,"I love this version of Coke, it’s spicy and tastes great by itself or used as a mixer. Coke in a can is the best and this new flavor is solid, I prefer original but it’s a good twist"
240,Rookie Malhotra,"March 10, 2024",5.0,"This coca-cola is super awesome!  Here is my list to sum it up!- Came well packed.- Great for many occasions.- Good size.- Very carbonated.- Balanced flavors.- Fruity.- Convenient.- Crisp.- Fresh.- Easy to store.- Good aroma.All in all, this coca-Cola is delicious and unique!"
241,Eletaronma,"March 8, 2024",5.0,The Coca-Cola Spiced taste great.
